id,year,outcome,switcher,xl_area,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,budget_reconciliation,filibuster_proof,inc1,inc2,inc3,inc4,inc5,inc6,inc7,inc8,inc9,inc10,inc11,inc12,total,inc1_score,inc2_score,inc3_score,inc4_score,inc5_score,inc6_score,inc7_score,inc8_score,inc9_score,inc10_score,inc11_score,inc12_score,gridlock,sen_seat_advantage,hs_seat_advantage,unified,cloture,coef_intercept,coef_income,coef_income_squared,pred50_sw,pred90_sw
31,2009,0,0,health,94,50,28,42,23,0,0,0,0,0,0,0,251,89,77,70,81,0,0,0,0,0,0,0,9,10,6,5,13,0,0,0,0,0,0,0,0,0,354,149,111,117,117,0,0,0,0,0,0,0,848,0.20872641509433962,0.5053066037735849,0.6586084905660378,0.7930424528301887,0.9310141509433962,1,1,1,1,1,1,1,42.857142857142854,18,78,1,69,-1.5561107187149776,3.4006071949943752,-3.138823637228155,0.3451305773516694,0.2615338798888987
32,2009,1,0,health,112,260,0,0,0,0,0,0,0,0,0,0,74,166,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,189,430,0,0,0,0,0,0,0,0,0,0,619,0.15266558966074315,0.6526655896607432,1,1,1,1,1,1,1,1,1,1,42.857142857142854,18,78,1,69,0.4039731121727293,0.06852012913611645,NA,NA,NA
33,2009,1,0,health,96,48,50,43,48,0,0,0,0,0,0,0,193,94,73,86,87,0,0,0,0,0,0,0,6,7,5,4,5,0,0,0,0,0,0,0,0,0,295,149,128,133,140,0,0,0,0,0,0,0,845,0.17455621301775148,0.4372781065088758,0.6011834319526628,0.755621301775148,0.9171597633136095,1,1,1,1,1,1,1,42.857142857142854,18,78,1,69,-0.8435287630853308,0.9222052490470544,-0.7421189892213257,0.36170862718093594,0.35099682745582605
34,2009,1,0,defense,167,100,87,75,75,0,0,0,0,0,0,0,122,48,39,51,59,0,0,0,0,0,0,0,6,1,2,7,6,0,0,0,0,0,0,0,0,0,295,149,128,133,140,0,0,0,0,0,0,0,845,0.17455621301775148,0.4372781065088758,0.6011834319526628,0.755621301775148,0.9171597633136095,1,1,1,1,1,1,1,42.857142857142854,18,78,1,69,-0.20256691006664027,3.6108247635929,-3.4788543083276076,0.6754921686873123,0.5570759776266727
35,2009,0,1,defense,213,94,76,97,89,0,0,0,0,0,0,0,77,54,47,34,46,0,0,0,0,0,0,0,5,1,5,2,5,0,0,0,0,0,0,0,0,0,295,149,128,133,140,0,0,0,0,0,0,0,845,0.17455621301775148,0.4372781065088758,0.6011834319526628,0.755621301775148,0.9171597633136095,1,1,1,1,1,1,1,42.857142857142854,18,78,1,69,1.355590828933297,-2.4760309486315837,2.063562801280198,0.34672503632625307,0.3103146183626809
36,2010,0,1,defense,130,99,54,40,0,0,0,0,0,0,0,0,183,145,76,81,0,0,0,0,0,0,0,0,6,10,4,1,0,0,0,0,0,0,0,0,0,0,319,254,134,122,0,0,0,0,0,0,0,0,829,0.19240048250904704,0.5379975874547648,0.7720144752714113,0.9264173703256936,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.4721994583709139,0.8489437632222809,-1.1036003070253357,0.5802080838079555,0.6461289053069474
37,2010,0,1,defense,207,170,75,84,0,0,0,0,0,0,0,0,93,97,48,50,0,0,0,0,0,0,0,0,7,2,4,2,0,0,0,0,0,0,0,0,0,0,307,269,127,136,0,0,0,0,0,0,0,0,839,0.18295589988081049,0.5262216924910608,0.7622169249106078,0.9189511323003575,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,1.0202657306732748,-1.3428102385043204,0.84570577176844,0.36348104347964594,0.3783028078056203
38,2010,0,0,health,121,129,62,54,0,0,0,0,0,0,0,0,172,133,62,76,0,0,0,0,0,0,0,0,14,7,3,6,0,0,0,0,0,0,0,0,0,1,307,269,127,136,0,0,0,0,0,0,0,0,839,0.18295589988081049,0.5262216924910608,0.7622169249106078,0.9189511323003575,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,-0.7820422201460088,2.7669068996354986,-2.4399354184977327,0.49785685688675824,0.4333555039749641
39,2010,1,0,govt reform,188,169,74,72,0,0,0,0,0,0,0,0,110,93,46,59,0,0,0,0,0,0,0,0,9,7,7,5,0,0,0,0,0,0,0,0,0,0,307,269,127,136,0,0,0,0,0,0,0,0,839,0.18295589988081049,0.5262216924910608,0.7622169249106078,0.9189511323003575,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,0.3320650331678557,1.4063243554488385,-1.6678661550506326,0.6498228623198027,0.5613851127624677
40,2010,0,0,health,244,145,106,88,0,0,0,0,0,0,0,0,60,101,43,31,0,0,0,0,0,0,0,0,2,6,2,3,0,0,0,0,0,0,0,0,0,0,306,252,151,122,0,0,0,0,0,0,0,0,831,0.18411552346570398,0.5198555956678701,0.7623345367027677,0.9265944645006017,1,1,1,1,1,1,1,1,71.42857142857143,18,78,1,68,2.476486200005682,-7.113742451320083,6.201278542286429,0.6153682793187886,0.7497263985998734
